source,tibschol_refs,zotero_refs,xml_id,status,location,xml_content
2_052_05_ral gri mngon rtogs rgyan me tog.xml,2_052_05,,ex52052024-10-1815-08-34,unreviewed,,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex52052024-10-1815-08-34"" status=""unreviewed"">zla ba snying po|
   <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3816"">'bum phrag gsum pa</rs> 
   <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3816"">rngog lo tsha ba blo ldan shes rab</rs>|
   <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3807"">'bre</rs> 
   <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3816"">ar</rs> |
   <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3820"">'dul dkar</rs> |
<rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3872"">'bre sgur</rs> |
<rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4061"">dbyar nyi ma</rs> |
<rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4006"">bcom ldan ral gri</rs> |
<rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4209"">grwa pa ring mo</rs> |
des <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4208"">bdag shAkya na thA</rs> la'o |</seg></TEI>"
1_012_01_C_gNyal zhig_mngon rtogs rgyan grel bshad.xml,1_012_01,,ex121_2024-10-10-12-40,unreviewed,76b4,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""76b4""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex121_2024-10-10-12-40"" status=""unreviewed"">
         de las gzhan gyi rtsod ba spang pa'o | <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4189"">dags po la rje</rs><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsha ba</rs>dang <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5611"">'bum pa</rs> dang <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3809"">rin chen grags</rs></note></seg></TEI>"
1_012_01_C_gNyal zhig_mngon rtogs rgyan grel bshad.xml,1_012_01,,ex121_2024-10-10-13-11,unreviewed,134b5 - 134b6,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""134b5""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex121_2024-10-10-13-11"" status=""unreviewed"">
         dang po ni<rs type=""person"" ana=""corpusmd:unnamed_reference"" ref="""">kha cig</rs><note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref="""">'ban</rs>dang<rs type=""person"" ana=""corpusmd:named_reference"" ref="""">tho</rs></note> na re mthong laM <lb n=""134b6""/>skad cig ma bcu' drug bar ma chad du skye ba yin no | </seg></TEI>"
1_012_01_C_gNyal zhig_mngon rtogs rgyan grel bshad.xml,1_012_01,,ex121_2024-10-10-13-22,unreviewed,182a1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""182a1""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex121_2024-10-10-13-22"" status=""unreviewed"">
         <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref="""">kha cig</rs><note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref="""">'bre</rs></note> 'di rtse mo kho na na yod par 'dod do |</seg></TEI>"
2_037_01 Blo gros rgyal mtshan_'dul ba mdo'i rnam bshad nyi ma'i rgyan.xml,2_037_01,,ex37012023-10-11-115312,unreviewed,1a3 - 1b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex37012023-10-11-115312"" status=""unreviewed""><lb n=""1a3""/>|| <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4728"">'dul ba mdo'i rnams bshad mdo'i nyi ma'i rgyan</rs> zhes bya ba 'zhugs |
         <milestone unit=""section"" n=""Incipit (1b1)""/>
         <lb n=""1b1""/>  || || <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4728"">'dul ba mdo'i rnam bshad mdo'i nyi ma'i rgyan</rs> zhes bya ba| <abbr>thams cad</abbr> mkhyen pa la phyag 'tshal lo|| </seg></TEI>"
2_037_01 Blo gros rgyal mtshan_'dul ba mdo'i rnam bshad nyi ma'i rgyan.xml,2_037_01,,ex37012023-09-11-145230,unreviewed,225a2 - 225a7,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex37012023-09-11-145230"">
         <milestone unit=""section"" n=""Colophon (225a2-7)""/>
        <lb n=""225a2""/> <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4728"">'dul ba mdo'i rnam bshad mdo'i nyi ma'i rgyan </rs>zhes <lb n=""225a3""/> bya ba di ni | 'dul ba 'dzin pa stan 1 pa <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4311"">nam_mkha' rin chen</rs> dang | 
            <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4593"">lung riGS smra ba  <!--grub pa seng ge ???-->grub pa seng ge</rs> | 
            <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4593""><!--dpal ldan seng ge ???-->dka' bcu 'dzin pa <abbr>dpal ldan</abbr> seng ge</rs> | 
            <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4593""><!--byang chub dpal ???-->'dul ba 'dzin pa byang chub dpal</rs> la <abbr>sogs pa</abbr> don du gnyer <abbr>ba'i</abbr> <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4593"">slob ma rnams</rs> kyi bskul <abbr>ba'i</abbr> ngor ¦ mkhyen rabs <lb n=""225a4""/> dang <abbr>thugs rje</abbr>'i mnga' bdag lhar bcas 'gro ba kun gyi <abbr>gtsug gi</abbr> <abbr>nor bu</abbr> <abbr>mkhan chen</abbr> <abbr>rin po che'i</abbr> <abbr>byin gyis</abbr> brlabs shing 'dul ba 'buM sde'i mnga' bdag 'dul ba 'dzin pa<rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4003""> dmar ston <abbr>dpal ldan</abbr> rin chen <?oxy_comment_start comment=""P10033?""?><?oxy_comment_end?></rs> dang ¦  <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4004"">'dul ba 'dzin pa <abbr>nam mkha'</abbr> rgyal mtshan<?oxy_comment_start comment=""P71?""?><?oxy_comment_end?>gyi</rs> sku drin la [b]rten_nas: <rs type=""work"">'dul <lb n=""225a5""/> ba mdo rtsa ba</rs>'i tshig don la <abbr>blo gros kyi</abbr> snang ba <abbr>cung zad</abbr> 'chod pa <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4002""><abbr>dge slong blo gros rgyal mtshan</abbr></rs> gyis | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4593""><abbr>dpal ldan</abbr> bla ma</rs>s <abbr>byin gyis</abbr> brlabs <abbr>pa'i</abbr> gdan sa ¦ <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:5748"">yol rin chen <abbr>gling gi</abbr> gtsug lag khang<anchor xml:id=""a1""/> </rs>du <hi rendition=""#Time"">lnga brgya phrag brgyad pa'i drug bcu re 3 pa: sa mo bya: zhi ba<anchor xml:id=""a2""/>'i lo <lb n=""225a6""/> dbyar zla ra ba<anchor xml:id=""a3""/>'i yar ngo'i tshes 3<anchor xml:id=""a4""/> </hi>la zin bris_su bkod pa'o| <abbr>mkhan chen rin po che nas</abbr> 'dis pha mas gtso byas <abbr>pa'i</abbr> <abbr>sems can</abbr> <abbr>thams cad</abbr> kyis <abbr>thams cad</abbr> mkhyen <abbr>pa'i</abbr> go 'phang myur du thob par gyur cig | 
            yige pa ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4729"">shAkya'i dge slong blo gros seng ge</rs>'o || 
            phyoGS dus gnas <lb n=""225a7""/> skabs <abbr>thams cad</abbr> du bkrashis par gyu[r] cig| × <!--lantsa characters--> dge'o ||</seg></TEI>"
1_022_03_ Ye shes rgyal mtshan _ bsdud pa tshigs su bcad pa'i bshad sbyar.xml,1_022_03,,ex22032024-10-1514-43-58,unreviewed,40b2 - 40b5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""40b2""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex22032024-10-1514-43-58"" status=""unreviewed""><milestone unit=""section"" n="" [Colophon Part 1 (40b2-5) (p. 122:2-5)]""/>
               <seg type=""excerpt"" xml:id=""ex22032023-09-181"" status=""unreviewed""><lb n=""40b2""/>
                  <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4633""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3693"">sdud pa tshigs su bcad
                     pa</rs>'i bshad sbyar</rs>
                  <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6961"">slob dpon ye shes
                     zhabs</rs> kyi dgongs pa la 'khrul pa spang pa'i phyir | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5878"">shag kya'i rge slong ye shes rgyal
                     mtshan</rs> gyis sbyar ba'o || rdzogs so|| ×|| ×|| <lb n=""40b3""/>
                  <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:5656"">rgyan dkar × phug<anchor xml:id=""a1""/></rs> du bris so || × ||</seg>

               <milestone unit=""section"" n="" [Colophon Part 2 ""/>
               <seg type=""excerpt"" xml:id=""ex22032024-10-1509-181"" status=""unreviewed""> || shes rab
                  pha rol tu phyin pa'i | don la dmyigs shing 'khrul pa'i skyon rnams sel cing sku ×
                  'khrungs pa'i | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3807"">dam
                     pa shes rab 'bar</rs> zhes grags | chu snod cig nas cig byo bzhin | don dang
                  tshig rnams rdzogs par yang| 'gro la phan phyir don rnams sgrogs <lb n=""40b4""/>
                  gsregs? don<rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5878""> ye shes
                     rgyal</rs> zhes grags | skye* shis 'jigs nas chos rgyad bor || don tsam snang
                  yang bye brag rjed [=brjed?]| dran pa bso phyir <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:4335"">chos 'khor bsam yas</rs> dag du
                  bris | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6962"">dge' bshes
                     zhug ston</rs> zhes byar grags || 'gro ba 'dul kyin bzhan don mdzad | *thos
                  mang sems <note type=""gloss"">dang</note> sims? kyi * me long lta || <lb n=""40b5""/>
                  <rs type=""person"" ana=""corpusmd:named_reference"">shes rab thog po</rs> zhes su
                  grags || || || ||ItI|| ||</seg></seg></TEI>"
1_022_03_ Ye shes rgyal mtshan _ bsdud pa tshigs su bcad pa'i bshad sbyar.xml,1_022_03,,ex22032023-09-181,unreviewed,40b2 - 40b3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex22032023-09-181"" status=""unreviewed""><lb n=""40b2""/>
                  <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4633""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3693"">sdud pa tshigs su bcad
                     pa</rs>'i bshad sbyar</rs>
                  <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6961"">slob dpon ye shes
                     zhabs</rs> kyi dgongs pa la 'khrul pa spang pa'i phyir | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5878"">shag kya'i rge slong ye shes rgyal
                     mtshan</rs> gyis sbyar ba'o || rdzogs so|| ×|| ×|| <lb n=""40b3""/>
                  <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:5656"">rgyan dkar × phug<anchor xml:id=""a1""/></rs> du bris so || × ||</seg></TEI>"
1_022_03_ Ye shes rgyal mtshan _ bsdud pa tshigs su bcad pa'i bshad sbyar.xml,1_022_03,,ex22032024-10-1509-181,unreviewed,40b3 - 40b5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""40b3""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex22032024-10-1509-181"" status=""unreviewed""> || shes rab
                  pha rol tu phyin pa'i | don la dmyigs shing 'khrul pa'i skyon rnams sel cing sku ×
                  'khrungs pa'i | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3807"">dam
                     pa shes rab 'bar</rs> zhes grags | chu snod cig nas cig byo bzhin | don dang
                  tshig rnams rdzogs par yang| 'gro la phan phyir don rnams sgrogs <lb n=""40b4""/>
                  gsregs? don<rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5878""> ye shes
                     rgyal</rs> zhes grags | skye* shis 'jigs nas chos rgyad bor || don tsam snang
                  yang bye brag rjed [=brjed?]| dran pa bso phyir <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:4335"">chos 'khor bsam yas</rs> dag du
                  bris | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6962"">dge' bshes
                     zhug ston</rs> zhes byar grags || 'gro ba 'dul kyin bzhan don mdzad | *thos
                  mang sems <note type=""gloss"">dang</note> sims? kyi * me long lta || <lb n=""40b5""/>
                  <rs type=""person"" ana=""corpusmd:named_reference"">shes rab thog po</rs> zhes su
                  grags || || || ||ItI|| ||</seg></TEI>"
X_020_chu_mig_phar_phyin_tig.xml,X_020,,exX202024-09-1811-03-222,reviewed,1a3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX202024-09-1811-03-222"" status=""reviewed"" ana=""corpusmd:colophon"">  <lg><l><lb n=""1a1""/>Pa</l> <!--volume-->
               <l><lb n=""1a2""/> <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5870"">phar phyin chu tik</rs> bzhugs | <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6036"">thang bla brang pa</rs>'i dpe' ||</l>
               <l><lb n=""1a3""/><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5870"">Tik chen lung don rnaM gzigs</rs> zhes pa <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4018"">gtsang chu mig pa <abbr>seng ge</abbr> dpal</rs> gyis mdzad pa <abbr>bzhugs so</abbr> ||<!--by a different hand--></l></lg></seg></TEI>"
X_020_chu_mig_phar_phyin_tig.xml,X_020,,exX202024-09-1811-03-223,unreviewed,N008,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX202024-09-1811-03-223"" status=""unreviewed"" ana=""corpusmd:colophon"">    rgya che zab pa'i mdo sde pha cher  dang || 
               byams chos rigs pa'i tshogs dang sde lnga || 
               sdom rnams 2 dang +brdjod dang+ yum mdo'i 'grel ¦
               <lb n=""N008""/>logs par 'thong nas <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5870"">lung don rnam gzigs</rs> 'di || 
               mi 'pham 'gon dang klu la dbang bsgyur dang || 
               phyogs las rgyal dang rnams 'grel mdzad pa ste || 
               kun gyi gzhung lugs 'dzin pa <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db.4018"">chu mig pa</rs>s ||
               <rs type=""place"" ana=""corpusmd:unnamed_reference"" ref=""db:6173"">chen po'i pho brang dge pa'i gnas</rs> su sbyar || </seg></TEI>"
X_020_chu_mig_phar_phyin_tig.xml,X_020,,exX202024-09-1811-03-22,unreviewed,208a3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""exX202024-09-1811-03-22"" status=""unreviewed"" ana=""corpusmd:colophon""> 
               chen po rnams kyi zhabs kyi rdul spyi por blangs ste | 
               mang du thos pa rgya mtsho'i pha rol du phyin pa'i don dang | 
               mdo dang dgongs 'gro ba mdzad pa'i gzhung lugs sangs che ba 'thong pa'i don la yangs pa  <lb n=""208a3""/>las byung pa'i shes rab kyis || 
               legs par bstan la phabs pa'i don zab pa pa dang rgya che ba bston par byed pa 'di || 
               lung dang rigs pa'i don la dbang phyug du rgyur pa || | 
               <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db.4018"">shakya'i dge slong rtsang chu mig pa sang ge <note type=""gloss"">dpal</note> bzang po</rs> <note type=""gloss"">gyis</note> <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:6173"">gsang phu ne'u thog gi gtsug khang</rs> du legs par sbyar pa'o ||</seg></TEI>"
2_050_16 chos nyid kyi khrid.xml,2_050_16,,ex50162023-09-1109-09-00,unreviewed,3b3 - 3b4,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex50162023-09-1109-09-00"" status=""unreviewed"" ana=""corpusmd:colophon"">
         <milestone unit=""section"" n=""Colophon (3b3-5)""/>
         <pb n=""3b""/><lb n=""3b3""/><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4875""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5634"">chos nyid</rs> laM khrid rin chen</rs> 'di || <rs type=""deity"">byaMs pa</rs>'i dgongs pa snying po yin || <lb n=""3b4""/> <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4875""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5634"">chos nyid</rs> kyi laM khrid</rs> rdzogs s+ho ||</seg></TEI>"
2_050_16 chos nyid kyi khrid.xml,2_050_16,,ex50162023-09-1109-04-00,unreviewed,3b4 - 3b5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""3b4""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex50162023-09-1109-04-00"" status=""unreviewed"">
            <milestone unit=""section"" n=""[Lineage (3b3-5)] p. 316 :3-5""/>
             <rs type=""deity"">rje btsun byaMs pa</rs>| 
             <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6109"">byaMs pa'i 'gon  po</rs> | 
             <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6110"">a ka ra shan ti ba</rs> | 
             <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3800"">braM ze sar sdza na</rs>| 
             <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4143"">zu dga' rdo rje</rs> | 
             <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4141"">phu rangs pa chen po</rs> | 
             <rs type=""person"">dol pa</rs> |
              <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6111"">gre <lb n=""3b5""/> lhas pa</rs>| 
              des <rs type=""person"" ana=""corpusmd:unnamed_reference"">chas pa khu dbon 2</rs> | 
              des <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6112"">shangs pa</rs>| 
              des <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4052"">slob dpon snar thang pa <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4052"">smon laM tshul khriMs</rs></note>brgyad par byon pa</rs> | 
              des <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4006"">btsun pa chos kyi rgyal mtshan</rs> <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6458"">ze'u</rs></note> la gnang pa'o ||</seg></TEI>"
2_050_16 chos nyid kyi khrid.xml,2_050_16,,ex50162023-09-1109-04-001,unreviewed,3b5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""3b5""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex50162023-09-1109-04-001"" status=""unreviewed"">phyag dpe la <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:6458"">zhu ba po</rs>s <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6458"">chos kyi rgyal mtshan</rs></note> <abbr>bris so</abbr>||
            </seg></TEI>"
2_050_16 chos nyid kyi khrid.xml,2_050_16,,ex50162023-09-1109-06-00,reviewed,3b5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""3b5""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex50162023-09-1109-06-00"" status=""reviewed"">zhus dag par  <abbr>byas so</abbr> || <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:4411"">dam pas bsngags pa'i dben gnas snar thang</rs> du bris shing <abbr>zhus so</abbr></seg></TEI>"
2_055_03_F_C_NO_M_Ral gri_rtsod rigs rgyan me tog.xml,2_055_03,,ex55032025-01-3016-32-09,unreviewed,72a5 - 72b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""72a5""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex55032025-01-3016-32-09"" status=""unreviewed"">
         <l>phyi (&gt; phyis) nas shar phyogs dzA ga ta la yi<anchor xml:id=""a2""/> ||</l> 
         <l>paN chen <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6032"">dA na shi la</rs> byon gyur <lb n=""72b1""/> te ||</l>
         <l><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:7102"">rigs smra'i dge slong shAkya brtson 'grus</rs> la ||</l>
         <l><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5552"">bram ze shang kar nan ta</rs>'i 'brel (&gt; 'grel) bzhin bshad ||</l></seg></TEI>"
2_055_03_F_C_NO_M_Ral gri_rtsod rigs rgyan me tog.xml,2_055_03,,ex55032025-01-3016-32-10,unreviewed,73a2 - 73a3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex55032025-01-3016-32-10"" status=""unreviewed"" ana=""corpusmd:colophon""><lb n=""73a2""/> <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4951""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3777""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3773"">dpal chos kyi grags pa</rs>s mdzad pa'i rtsod pa'i rigs pa</rs> rgyan gyi me tog</rs> ces bya ba phyi nang gnyis kyi grub mtha' rgya mtsho lta bu la shin tu sbyangs pa'i blo <lb n=""73a3""/> gros can <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4006"">shAkya'i dge slong bcom ldan ral gri</rs>s sbyar ba rdzogs s+ho || dge'o |</seg></TEI>"
1_029_01 se spyil phu ba chos kyi rgyal mtshan gyis mdzad theg chen mdo sde rgyan gyi don mdor bsdus bkrol ba.xml,1_029_01,,ex29012025-03-2811-47-44,finalized,2b8 - 3a1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""2b8""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex29012025-03-2811-47-44"" status=""finalized""><rs type=""work"" ana=""corpusmd:unnamed_reference"" ref=""7338"">ti ka</rs>'i 'dod pa kha <lb n=""2b9""/> cig sun 'byin pa yod te <rs type=""person"" ref=""db:6971"" ana=""corpusmd:named_reference"">rom po</rs>'i zhal nas de rnams spangs pa'i brjod bya logs pa myi rnyed mdo' nas kyang chos lnga dag dang rang bzhin gsum || rnam par shes pa brgyad nyid dang || bdag myed gnyis kyi nang du ni || theg chen mtha' dag 'dir 'dus ces gsungs te dngos po lnga dang mtshan nyid gsum don gcig | gang zag gsum dang sbyar ba 'di 'thad pa 'aM
         <pb n=""3a""/>
            <lb n=""3a1""/> man ngag yin |</seg></TEI>"
